numero,annee,article,bureau,code_commission,code_imp,commissionnaire,importateur,numero.1,origine,produit,provenance,regime,date,libelle_produit,origine_encoded,provenance_encoded,importateur_encoded,commissionnaire_encoded,regime_encoded,pays_correspondance,transaction_repetitivite,risk_score,risk_category
35495,2019,1,18N,35,12094,Dobebodanules,Dobibitor,79129,ITALIE,3920201000,BELGIQUE,1159,16/09/2019,-- non imprimÃ©es,52,11,2138,166,1,0,0.046511627906976744,0.7127441532816643,Rouge (Très Susceptible de Fraude)
35496,2019,1,18N,2,21261,Dobigusgudabotor,Dubedanules,79152,FRANCE,8424820000,FRANCE,5240,16/09/2019,-AUTRES APPAREILS : --POUR L'AGRICULTURE OU L'HORTICULTURE,35,35,2347,173,36,1,0.03197674418604651,0.201087370035983,Vert (Risque Faible)
35497,2019,1,18N,32423,10313,Aubigunules,Eugusbibubutin,79164,FRANCE,1901901000,FRANCE,8797,16/09/2019,"-Autres:--PrÃ©parations Ã  base de lait contenant des matiÃ¨res grassesvÃ©gÃ©tales, en poudre ou en granules, en emballages de 25 kg ou plus.",35,35,2921,54,67,1,0.0,0.03546281905459348,Vert (Risque Faible)
35498,2018,1,10S,32743,32743,Aubecus,Aubecus,14377,CHINE,4015190000,CHINE,1450,28/01/2018,"- Gants, mitaines et moufles :-- Autres                                                                                                                                                                                                                        ",21,21,707,47,3,1,0.08720930232558138,0.28279222915082036,Vert (Risque Faible)
35499,2018,3,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.6877824208287473,Orange (Risque Modéré)
35500,2018,1,10S,52399,97009,Dabobonules,Dubegusbebobocio,49534,INDE,3920102000,INDE,8797,02/05/2018,-- imprimÃ©es,46,48,2352,133,67,1,0.0029069767441860465,0.14549586684780855,Vert (Risque Faible)
35501,2019,7,18N,14196,29010,Difribofribulius,Fanulaubucus,79187,INDE,8701901100,INDE,7807,16/09/2019,--- PRÉSENTÉS ENTIÈREMENT À  L'ÉTAT DÉMONTÉ OU NON MONTÉ IMPORTÉS POUR L'INDUSTRIE DU MONTAGE,46,48,3165,158,62,1,0.014534883720930232,0.10644438234232458,Vert (Risque Faible)
35502,2018,4,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.6094734601394974,Orange (Risque Modéré)
35503,2019,2,18N,466,10901,Fabibonulaucus,Audagubinus,79208,FRANCE,2009909000,FRANCE,1450,16/09/2019,#NOM?,35,35,806,243,3,1,0.026162790697674417,0.1395357996735605,Vert (Risque Faible)
35504,2018,5,10S,60176,39479,Digusguslus,Abofribudator,11385,ÉMIRATS ARABES UNIS,8708990000,ÉMIRATS ARABES UNIS,8797,20/12/2017,- AUTRES PARTIES ET ACCESSOIRES :-- AUTRES                                                                                                                                                                                                                     ,109,105,69,163,67,1,0.017441860465116282,0.238404348748331,Vert (Risque Faible)
35505,2019,5,18N,38988,80991,Afridabecio,Benulaugusbecus,79224,FRANCE,8711909000,FRANCE,8797,16/09/2019,- AUTRES :-- AUTRES,35,35,1315,8,67,1,0.0,0.15423363082169073,Vert (Risque Faible)
35506,2019,1,18N,91605,65942,Abibotor,Agustus,79238,LITHUANIE,1901901000,LITHUANIE,7100,16/09/2019,"-Autres:--PrÃ©parations Ã  base de lait contenant des matiÃ¨res grassesvÃ©gÃ©tales, en poudre ou en granules, en emballages de 25 kg ou plus.",58,60,223,2,54,1,0.0029069767441860465,0.09693118914126578,Vert (Risque Faible)
35507,2018,5,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.8010808322222256,Rouge (Très Susceptible de Fraude)
35508,2018,6,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.848610978567301,Rouge (Très Susceptible de Fraude)
35509,2019,1,18N,33309,33309,Bafrigusnulius,Agubues,79291,INDE,3004909000,INDE,1450,16/09/2019,#NOM?,46,48,178,78,3,1,1.0,0.3121275556699636,Vert (Risque Faible)
35510,2019,7,18N,33309,33309,Bafrigusnulius,Agubues,79291,INDE,4202229000,INDE,1450,16/09/2019,#NOM?,46,48,178,78,3,1,1.0,0.31430671510619124,Vert (Risque Faible)
35511,2018,7,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.7481061869657278,Rouge (Très Susceptible de Fraude)
35512,2019,1,18N,38988,473,Afridabecio,Bitor,79302,CÔTE D'IVOIRE,2103909900,CÔTE D'IVOIRE,8797,16/09/2019,#NOM?,29,29,1527,8,67,1,0.05813953488372093,0.034138926126958444,Vert (Risque Faible)
35513,2018,8,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.6863845040460307,Orange (Risque Modéré)
35514,2019,5,18N,91568,49222,Babodagunulius,Bibufribubecio,79342,ITALIE,8528729000,ITALIE,8797,16/09/2019,#NOM?,52,54,1402,70,67,1,0.0,0.21621559503672236,Vert (Risque Faible)
35515,2019,1,18N,45,28151,Abebibofrigunus,Egusbugusfribucus,79363,AUTRICHE,4810999000,AUSTRALIE,1159,16/09/2019,#NOM?,8,8,2718,0,1,0,0.0029069767441860465,0.5682998820414636,Orange (Risque Modéré)
35516,2019,2,18N,38988,34382,Afridabecio,Aubedafrigufrilus,79366,AFRIQUE DU SUD,808300000,AFRIQUE DU SUD,8797,16/09/2019,#NOM?,0,0,708,8,67,1,0.0029069767441860465,0.29922862240888526,Vert (Risque Faible)
35517,2019,1,18N,52399,38968,Dabobonules,Adabubofrilius,79374,TURQUIE,6402999000,TURQUIE,8797,16/09/2019,#NOM?,105,100,114,133,67,1,0.0,0.16456754237083718,Vert (Risque Faible)
35518,2019,2,18N,301,301,Enulaulius,Enulaulius,79393,ESPAGNE,3920201000,ESPAGNE,1159,06/09/2019,-- non imprimÃ©es,33,33,2742,219,1,1,0.0029069767441860465,0.047419620846604456,Vert (Risque Faible)
35519,2018,6,10S,60176,39479,Digusguslus,Abofribudator,11385,ÉMIRATS ARABES UNIS,8408900000,ÉMIRATS ARABES UNIS,8797,20/12/2017,#NOM?,109,105,69,163,67,1,0.017441860465116282,0.24682361955880686,Vert (Risque Faible)
35520,2019,2,18N,7512,7512,Difricio,Fadagustus,79408,UKRAINE,7213919000,CHINE,4281,06/09/2019,#NOM?,106,21,3071,160,29,0,0.29069767441860467,0.7462112024406768,Rouge (Très Susceptible de Fraude)
35521,2019,1,18N,110474,52469,Bibinulaubigunus,Braubeguscio,79415,CANADA,8703332000,CANADA,8797,06/09/2019,"-AUTRES VÉHICULES, UNIQUEMENT À MOTEUR À PISTON À ALLUMAGE PAR COMPRESSION (DIESEL OU SEMI-DIESEL) : -- D'UNE CYLINDRÉE EXCÉDANT 2500 CM3 : ---USAGÉS",17,17,1542,107,67,1,0.0,0.14797366488888805,Vert (Risque Faible)
35522,2019,3,18N,91861,130469,Banus,Aufribibibitin,79426,FRANCE,8528690000,FRANCE,8797,06/09/2019,-PROJECTEURS : -- AUTRES ,35,35,817,83,67,1,0.0029069767441860465,0.2669433693914969,Vert (Risque Faible)
35523,2019,9,18N,91861,95057,Banus,Dofribubelus,79428,FRANCE,9619002100,FRANCE,8797,06/09/2019,-- Couches et langes pour bÃ©bÃ©s,35,35,2243,83,67,1,0.014534883720930232,0.08498538345321233,Vert (Risque Faible)
35524,2018,7,10S,60176,39479,Digusguslus,Abofribudator,11385,ÉMIRATS ARABES UNIS,8311900000,ÉMIRATS ARABES UNIS,8797,20/12/2017,"- Autres, y compris les parties compris les incinerateurs, non electriques.                                                                                                                                                                                    ",109,105,69,163,67,1,0.017441860465116282,0.16226849051010958,Vert (Risque Faible)
35525,2018,9,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.688493205112238,Orange (Risque Modéré)
35526,2019,4,18N,39127,225,Algunules,Audanus,79492,DANEMARK,1509109000,DANEMARK,4567,06/09/2019,- VIERGES :-- AUTRES,30,30,815,28,33,1,0.0029069767441860465,0.2809339153865892,Vert (Risque Faible)
35527,2018,1,10S,79406,79406,Ebegusfrifritor,Ebegusfrifritor,14378,CHINE,4911100000,BELGIQUE,1450,28/01/2018,"- Imprimes publicitaires, catalogues commerciaux et similaires                                                                                                                                                                                                 ",21,11,2573,208,3,0,0.0813953488372093,0.5331657160407423,Orange (Risque Modéré)
35528,2018,1,10S,31166,31166,Enulautus,Digucus,14380,"CORÉE, RÉPUBLIQUE DE",8703231910,SÉNÉGAL,1048,28/01/2018,-----AUTRES D UNE CYLINDRÃ©E COMPRISE ENTRE 1500CM3 ET 2180CM3,25,93,2061,220,0,0,0.7296511627906976,0.783512520170014,Rouge (Très Susceptible de Fraude)
35529,2019,6,18N,5,95772,Begusgusaudanules,Dugusautor,79521,PAYS-BAS,8421211000,PAYS-BAS,8797,06/09/2019,#NOM?,76,74,2506,101,67,1,0.0,0.019339144282440855,Vert (Risque Faible)
35530,2019,1,18N,91861,52086,Banus,Dudadadabilus,79525,ITALIE,8711209900,ITALIE,8797,06/09/2019,--- DÂune cylindrÃ©e excÃ©dant 80 cm3 mais nÂexcÃ©dant pas 250 cm3,52,54,2440,83,67,1,0.0029069767441860465,0.22096379951324885,Vert (Risque Faible)
35531,2019,3,18N,82800,128281,Fabufritor,Aldagubebitin,79549,ITALIE,8516609000,ITALIE,8797,06/09/2019,#NOM?,52,54,349,246,67,1,0.0,0.14650723275845298,Vert (Risque Faible)
35532,2019,2,18N,32334,100019,Begugusfrigustus,Eubonules,79563,ESPAGNE,8418299000,ESPAGNE,8797,06/09/2019,#NOM?,33,33,2823,98,67,1,0.0,0.2809365942303237,Vert (Risque Faible)
35533,2019,1,18N,14591,14591,Bibebedabulus,Aldaes,79575,SÉNÉGAL,2009909000,MAROC,4281,06/09/2019,#NOM?,96,65,345,103,29,0,0.06976744186046512,0.63683684790506,Orange (Risque Modéré)
35534,2019,1,18N,33040,38617,Binulaudacio,Dubofributus,79577,ESPAGNE,8528729000,ESPAGNE,8797,06/09/2019,#NOM?,33,33,2389,122,67,1,0.0,0.2821550789380538,Vert (Risque Faible)
35535,2018,10,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.7028605581768921,Rouge (Très Susceptible de Fraude)
35536,2018,11,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15409,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.7321969103011492,Rouge (Très Susceptible de Fraude)
35537,2019,5,18N,14196,29010,Difribofribulius,Fanulaubucus,79614,INDE,3808911190,INDE,9268,25/09/2019,#NOM?,46,48,3165,158,73,1,0.014534883720930232,0.2480164058192417,Vert (Risque Faible)
35538,2019,6,18N,14196,29010,Difribofribulius,Fanulaubucus,79614,INDE,8421229000,INDE,9268,25/09/2019,#NOM?,46,48,3165,158,73,1,0.014534883720930232,0.2710831520519551,Vert (Risque Faible)
35539,2018,1,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.8289089856068923,Rouge (Très Susceptible de Fraude)
35540,2018,2,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.760992328706261,Rouge (Très Susceptible de Fraude)
35541,2019,7,18N,33293,39264,Babobububinus,Dibiguslius,79665,FRANCE,2202999000,FRANCE,8797,25/09/2019,- AUTRES :-- AUTRES :--- AUTRES,35,35,1949,68,67,1,0.39244186046511625,0.29255318813795395,Vert (Risque Faible)
35542,2019,3,18N,82800,123505,Fabufritor,Dafribifribogues,79668,ÉTATS-UNIS,8516609000,ÉTATS-UNIS,8797,25/09/2019,#NOM?,110,106,1823,246,67,1,0.0,0.12765285110794658,Vert (Risque Faible)
35543,2019,1,18N,83889,46083,Alnulaubodaboes,Dagudafridatus,79670,ITALIE,8418219000,ITALIE,8797,25/09/2019,#NOM?,52,54,1854,30,67,1,0.0,0.20868014854255965,Vert (Risque Faible)
35544,2019,2,18N,22266,4241,Bebibibidafritin,Braugusautus,79673,SÉNÉGAL,3401200000,SÉNÉGAL,5984,25/09/2019,#NOM?,96,93,1647,86,45,1,0.03488372093023256,0.011690773216472642,Vert (Risque Faible)
35545,2019,1,18N,2,415,Dobigusgudabotor,Fagusdanules,79680,FRANCE,3004909000,FRANCE,8797,25/09/2019,#NOM?,35,35,3144,173,67,1,0.0755813953488372,0.10912868054380526,Vert (Risque Faible)
35546,2019,4,18N,82800,82800,Fabufritor,Fabufritor,79682,CHINE,3824999900,CHINE,1450,25/09/2019,-AUTRES: --AUTRES: ---AUTRES: ----AUTRES,21,21,3042,246,3,1,0.4941860465116279,0.43528853535156325,Orange (Risque Modéré)
35547,2018,3,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.6554605167601437,Orange (Risque Modéré)
35548,2019,1,18N,32334,132598,Begugusfrigustus,Bebubedatus,79721,ESPAGNE,8418299000,ESPAGNE,8797,25/09/2019,#NOM?,33,33,1186,98,67,1,0.0,0.29780918771986836,Vert (Risque Faible)
35549,2018,4,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.5801951287251736,Orange (Risque Modéré)
35550,2019,1,18N,2,39264,Dobigusgudabotor,Dibiguslius,79753,FRANCE,1905909000,FRANCE,8797,25/09/2019,-Autres:--Autres,35,35,1949,173,67,1,0.39244186046511625,0.2938989389382086,Vert (Risque Faible)
35551,2019,1,18N,32441,38066,Eunulaubees,Dubobifrilius,79761,ESPAGNE,808300000,ESPAGNE,8797,25/09/2019,#NOM?,33,33,2383,236,67,1,0.023255813953488372,0.29711462825345875,Vert (Risque Faible)
35552,2019,1,18N,394,394,Alaubutin,Egunulaucio,79767,ÉMIRATS ARABES UNIS,3920102000,ÉMIRATS ARABES UNIS,9268,25/09/2019,-- imprimÃ©es,109,105,2705,13,73,1,0.026162790697674417,0.048248226133129304,Vert (Risque Faible)
35553,2018,5,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.8314084681564107,Rouge (Très Susceptible de Fraude)
35554,2018,1,10S,2,2,Dobigusgudabotor,Ebogutus,14381,FRANCE,8421990000,FRANCE,1450,28/01/2018,- Parties :-- Autres                                                                                                                                                                                                                                           ,35,35,2618,173,3,1,0.26744186046511625,0.22539472727013926,Vert (Risque Faible)
35555,2019,2,18N,32441,38066,Eunulaubees,Dubobifrilius,79834,ESPAGNE,808300000,ESPAGNE,8797,25/09/2019,#NOM?,33,33,2383,236,67,1,0.023255813953488372,0.12252711557313431,Vert (Risque Faible)
35556,2018,1,10S,32334,104497,Begugusfrigustus,Bibenulaububilus,11386,CHINE,8501530000,FRANCE,8797,20/12/2017,"- Autres moteurs a courant alternatif, polyphases:-- D une puissance excedant 75 kW                                                                                                                                                                            ",21,35,1341,98,67,0,0.0,0.5767476786813809,Orange (Risque Modéré)
35557,2019,1,18N,2,415,Dobigusgudabotor,Fagusdanules,79865,FRANCE,3004909000,FRANCE,8797,14/10/2019,#NOM?,35,35,3144,173,67,1,0.0755813953488372,0.18198538339937578,Vert (Risque Faible)
35558,2019,8,18N,33170,131678,Bibubinus,Agusfrigudaes,79873,TURQUIE,6405909000,TURQUIE,8797,14/10/2019,#NOM?,105,100,213,111,67,1,0.0,0.2730130417025258,Vert (Risque Faible)
35559,2018,6,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.8153827634529589,Rouge (Très Susceptible de Fraude)
35560,2019,1,18N,33309,33309,Bafrigusnulius,Agubues,79933,ALLEMAGNE,8704909000,ÉTATS-UNIS,1450,14/10/2019,#NOM?,3,106,178,78,3,0,1.0,0.7351478298910982,Rouge (Très Susceptible de Fraude)
35561,2019,1,18N,14591,14591,Bibebedabulus,Aldaes,79979,SÉNÉGAL,4819209000,"CAÏMANES, ÎLES",4281,14/10/2019,#NOM?,96,19,345,103,29,0,0.06976744186046512,0.706382450400171,Rouge (Très Susceptible de Fraude)
35562,2018,7,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.8432409440105055,Rouge (Très Susceptible de Fraude)
35563,2019,1,18N,33309,33309,Bafrigusnulius,Agubues,80013,ITALIE,6405909000,ITALIE,1450,14/10/2019,#NOM?,52,54,178,78,3,1,1.0,0.38615647798063446,Vert (Risque Faible)
35564,2019,1,18N,38988,473,Afridabecio,Bitor,80019,TURQUIE,1108129000,TURQUIE,8797,14/10/2019,#NOM?,105,100,1527,8,67,1,0.05813953488372093,0.10570072305715716,Vert (Risque Faible)
35565,2019,1,18N,125188,132290,Dolius,Fagubegues,80028,ITALIE,8714999000,ITALIE,8797,14/10/2019,#NOM?,52,54,3101,186,67,1,0.0,0.28467103483336564,Vert (Risque Faible)
35566,2019,1,18N,79098,162,Aubidabibues,Does,80033,CHINE,3004909000,CHINE,4567,14/10/2019,#NOM?,21,21,2237,52,33,1,0.0,0.14719639671989135,Vert (Risque Faible)
35567,2018,8,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.610540862756867,Orange (Risque Modéré)
35568,2019,1,18N,2,21925,Dobigusgudabotor,Algubutus,80050,BELGIQUE,3901900000,BELGIQUE,8797,14/10/2019,#NOM?,10,11,385,173,67,1,0.00872093023255814,0.19742607262373674,Vert (Risque Faible)
35569,2019,1,18N,21654,16396,Bicio,Anbunulaulius,80056,AUTRICHE,2009909000,BELGIQUE,8797,14/10/2019,#NOM?,8,11,569,114,67,0,0.0029069767441860465,0.5598969242019572,Orange (Risque Modéré)
35570,2019,1,18N,32441,32441,Eunulaubees,Eunulaubees,80063,ÉMIRATS ARABES UNIS,8502209000,ÉMIRATS ARABES UNIS,1450,14/10/2019,#NOM?,109,105,2940,236,3,1,0.22965116279069767,0.08215167595197648,Vert (Risque Faible)
35571,2018,9,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.6440650346680178,Orange (Risque Modéré)
35572,2019,2,18N,31166,31166,Enulautus,Digucus,80077,INDE,3004909000,INDE,1450,14/10/2019,#NOM?,46,48,2061,220,3,1,0.7296511627906976,0.4817082645436186,Orange (Risque Modéré)
35573,2018,10,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.5991122494310896,Orange (Risque Modéré)
35574,2018,11,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15410,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.6433691816339583,Orange (Risque Modéré)
35575,2019,10,18N,26149,26149,Augusaubudatus,Augusaubudatus,80098,ÉTATS-UNIS,8414809000,FRANCE,1450,14/10/2019,#NOM?,110,35,858,62,3,0,0.06976744186046512,0.5694526778131359,Orange (Risque Modéré)
35576,2019,3,18N,32124,73174,Bebelus,Fagusius,80112,ÉTATS-UNIS,8418299000,ÉTATS-UNIS,8797,14/10/2019,#NOM?,110,106,3154,85,67,1,0.0,0.1020088854671969,Vert (Risque Faible)
35577,2019,3,18N,110474,36167,Bibinulaubigunus,Dufriguguses,80130,ESPAGNE,8418219000,ESPAGNE,8797,14/10/2019,#NOM?,33,33,2474,107,67,1,0.0029069767441860465,0.2953523386721204,Vert (Risque Faible)
35578,2018,1,15M,22021,33319,Eugudaguguses,Bidabigubinulius,15411,ESPAGNE,303490000,SÉNÉGAL,9742,25/06/2018,"- THONS (DU GENRE THUNNUS), LISTAOS OU BONITES A VENTRE RAYE (EUTHYNNUS (KATSUWONUS) PELAMIS), A L EXCLUSION DES ABATS DE POISSONS COMESTIBLES DES N°S 0303.91 À 0303.99:
--AUTRES",33,93,1414,232,81,0,0.502906976744186,0.7040006270708935,Rouge (Très Susceptible de Fraude)
35579,2019,2,18N,82112,36408,Albebebocus,Abobunulius,80137,TURQUIE,8418219000,TURQUIE,8797,12/09/2019,#NOM?,105,100,63,14,67,1,0.005813953488372093,0.14430040729416038,Vert (Risque Faible)
35580,2018,1,10S,2,472,Dobigusgudabotor,Bigudanus,11387,ALLEMAGNE,8428200000,ALLEMAGNE,6784,20/12/2017,"- Appareils elevateurs ou transporteurs, pneumatiques                                                                                                                                                                                                          ",3,3,1483,173,53,1,0.055232558139534885,0.28375107527109455,Vert (Risque Faible)
35581,2019,1,18N,34049,418,Bebubiguses,Bagusbifritor,80194,FRANCE,8544499000,FRANCE,3997,12/09/2019,#NOM?,35,35,1072,89,28,1,0.05232558139534884,0.016980670555775575,Vert (Risque Faible)
35582,2019,1,18N,26149,26149,Augusaubudatus,Augusaubudatus,80199,AFRIQUE DU SUD,8504401000,AFRIQUE DU SUD,1450,12/09/2019,#NOM?,0,0,858,62,3,1,0.06976744186046512,0.26342589059689436,Vert (Risque Faible)
35583,2018,1,10S,2,90433,Dobigusgudabotor,Duboguslius,11388,INDE,3104900000,INDE,9268,20/12/2017,#NOM?,46,48,2400,173,73,1,0.020348837209302327,0.04735127786548337,Vert (Risque Faible)
35584,2019,6,18N,2,7397,Dobigusgudabotor,Bidafridacus,80233,CHINE,8504401000,CHINE,163,12/09/2019,#NOM?,21,21,1424,173,8,1,0.0,0.22771966152067602,Vert (Risque Faible)
35585,2019,1,18N,91568,91568,Babodagunulius,Babodagunulius,80244,CHINE,6402129000,CHINE,1450,12/09/2019,#NOM?,21,21,966,70,3,1,0.09011627906976744,0.17550516345595124,Vert (Risque Faible)
